N	 23	 13	 17
	  1	  1	  1	-0.057509246202
	  1	  1	  2	-0.032996945594
	  1	  1	  3	-0.005758976827
	  1	  1	  4	 0.025996897422
	  1	  1	  5	 0.053060742713
	  1	  1	  6	 0.066626127016
	  1	  1	  7	 0.070502799704
	  1	  1	  8	 0.070835728053
	  1	  1	  9	 0.070494569544
	  1	  1	 10	 0.070843840161
	  1	  1	 11	 0.070502799704
	  1	  1	 12	 0.066601790693
	  1	  1	 13	 0.053060742713
	  1	  1	 14	 0.026086130606
	  1	  1	 15	-0.005758976827
	  1	  1	 16	-0.033329542006
	  1	  1	 17	-0.057509246202

	  1	  2	  1	-0.018984391116
	  1	  2	  2	 0.016316340343
	  1	  2	  3	 0.043201682656
	  1	  2	  4	 0.051238277366
	  1	  2	  5	 0.044361926511
	  1	  2	  6	 0.029974818413
	  1	  2	  7	 0.014975526041
	  1	  2	  8	 0.005067120441
	  1	  2	  9	 0.001674280307
	  1	  2	 10	 0.005042074640
	  1	  2	 11	 0.014975526041
	  1	  2	 12	 0.030049955816
	  1	  2	 13	 0.044361926511
	  1	  2	 14	 0.050962773555
	  1	  2	 15	 0.043201682656
	  1	  2	 16	 0.017343218185
	  1	  2	 17	-0.018984391116

	  1	  3	  1	 0.017729472838
	  1	  3	  2	 0.052069727909
	  1	  3	  3	 0.070660897836
	  1	  3	  4	 0.055502204186
	  1	  3	  5	 0.021583655765
	  1	  3	  6	-0.011153159844
	  1	  3	  7	-0.035951127196
	  1	  3	  8	-0.050189086957
	  1	  3	  9	-0.054605232101
	  1	  3	 10	-0.050235959235
	  1	  3	 11	-0.035951127196
	  1	  3	 12	-0.011012543012
	  1	  3	 13	 0.021583655765
	  1	  3	 14	 0.054986609136
	  1	  3	 15	 0.070660897836
	  1	  3	 16	 0.053991491275
	  1	  3	 17	 0.017729472838

	  1	  4	  1	 0.048945359300
	  1	  4	  2	 0.058428054874
	  1	  4	  3	 0.053028198577
	  1	  4	  4	 0.017126431120
	  1	  4	  5	-0.028157031475
	  1	  4	  6	-0.058573449837
	  1	  4	  7	-0.074099566512
	  1	  4	  8	-0.080400634244
	  1	  4	  9	-0.081670464660
	  1	  4	 10	-0.080444927553
	  1	  4	 11	-0.074099566512
	  1	  4	 12	-0.058440569910
	  1	  4	 13	-0.028157031475
	  1	  4	 14	 0.016639204719
	  1	  4	 15	 0.053028198577
	  1	  4	 16	 0.060244080548
	  1	  4	 17	 0.048945359300

	  1	  5	  1	 0.068301610673
	  1	  5	  2	 0.046614832545
	  1	  5	  3	 0.015694196204
	  1	  5	  4	-0.032350588136
	  1	  5	  5	-0.075411914655
	  1	  5	  6	-0.091519797621
	  1	  5	  7	-0.089252627263
	  1	  5	  8	-0.082988890012
	  1	  5	  9	-0.079759081141
	  1	  5	 10	-0.083016371733
	  1	  5	 11	-0.089252627263
	  1	  5	 12	-0.091437352458
	  1	  5	 13	-0.075411914655
	  1	  5	 14	-0.032652887066
	  1	  5	 15	 0.015694196204
	  1	  5	 16	 0.047741583101
	  1	  5	 17	 0.068301610673

	  1	  6	  1	 0.072165484428
	  1	  6	  2	 0.032901054000
	  1	  6	  3	-0.010067085135
	  1	  6	  4	-0.057833158237
	  1	  6	  5	-0.091176900221
	  1	  6	  6	-0.093385155938
	  1	  6	  7	-0.078087700341
	  1	  6	  8	-0.063761308967
	  1	  6	  9	-0.057927829624
	  1	  6	 10	-0.063772331910
	  1	  6	 11	-0.078087700341
	  1	  6	 12	-0.093352087111
	  1	  6	 13	-0.091176900221
