N	 23	 13
	  1	  1	 0.070494569544
	  1	  2	 0.001674280307
	  1	  3	-0.054605232101
	  1	  4	-0.081670464660
	  1	  5	-0.079759081141
	  1	  6	-0.057927829624
	  1	  7	-0.043598628629
	  1	  8	-0.058067171589
	  1	  9	-0.079759081141
	  1	 10	-0.081252438765
	  1	 11	-0.054605232101
	  1	 12	 0.000141518694
	  1	 13	 0.070494569544

	  2	  1	 0.045307341600
	  2	  2	-0.033380784343
	  2	  3	-0.078901380841
	  2	  4	-0.054586275422
	  2	  5	 0.001788531313
	  2	  6	 0.042800504770
	  2	  7	 0.056885147475
	  2	  8	 0.042431976665
	  2	  9	 0.001788531313
	  2	 10	-0.053480691107
	  2	 11	-0.078901380841
	  2	 12	-0.037434593497
	  2	 13	 0.045307341600

	  3	  1	 0.014483328859
	  3	  2	-0.055150041265
	  3	  3	-0.080344333237
	  3	  4	-0.015097865454
	  3	  5	 0.074337249080
	  3	  6	 0.115184186828
	  3	  7	 0.120821076718
	  3	  8	 0.114690419293
	  3	  9	 0.074337249080
	  3	 10	-0.013616562849
	  3	 11	-0.080344333237
	  3	 12	-0.060581484150
	  3	 13	 0.014483328859

	  4	  1	-0.026817397573
	  4	  2	-0.047355103017
	  4	  3	-0.033620478785
	  4	  4	 0.045746691197
	  4	  5	 0.119065289452
	  4	  6	 0.119210135868
	  4	  7	 0.100321133344
	  4	  8	 0.118829332205
	  4	  9	 0.119065289452
	  4	 10	 0.046889102187
	  4	 11	-0.033620478785
	  4	 12	-0.051543943311
	  4	 13	-0.026817397573

	  5	  1	-0.065215916846
	  5	  2	-0.017176083892
	  5	  3	 0.035483592749
	  5	  4	 0.090012219446
	  5	  5	 0.101856370127
	  5	  6	 0.043777297397
	  5	  7	-0.000402499006
	  5	  8	 0.043725965800
	  5	  9	 0.101856370127
	  5	 10	 0.090166214235
	  5	 11	 0.035483592749
	  5	 12	-0.017740731454
	  5	 13	-0.065215916846

	  6	  1	-0.086475203306
	  6	  2	 0.022113179372
	  6	  3	 0.093185255324
	  6	  4	 0.080595044168
	  6	  5	 0.003721355513
	  6	  6	-0.094767449353
	  6	  7	-0.144569592418
	  6	  8	-0.094350601501
	  6	  9	 0.003721355513
	  6	 10	 0.079344500611
	  6	 11	 0.093185255324
	  6	 12	 0.026698505750
	  6	 13	-0.086475203306

	  7	  1	-0.091144661832
	  7	  2	 0.056322461998
	  7	  3	 0.124817938084
	  7	  4	 0.030604591150
	  7	  5	-0.118525803546
	  7	  6	-0.199197516441
	  7	  7	-0.217227951278
	  7	  8	-0.198320053688
	  7	  9	-0.118525803546
	  7	 10	 0.027972202892
	  7	 11	 0.124817938084
	  7	 12	 0.065974552278
	  7	 13	-0.091144661832

	  8	  1	-0.083818276462
	  8	  2	 0.074090389996
	  8	  3	 0.124629090714
